Nickname,Player Details,Final Score,Show Info
Clarissa,"Clarissa Santori, a senior at Northeastern University from Ellicott City, Maryland","$14,000 ","J! Archive - Show #7468, aired 2017-02-15"
Jennifer,"Jennifer Katz, a sophomore at Macalester College from Atlanta, Georgia","$12,100 ","J! Archive - Show #7467, aired 2017-02-14"
Viraj,"Viraj Mehta, a junior at Stanford University from Austin, Texas","$23,000 ","J! Archive - Show #7467, aired 2017-02-14"
Hannah,"Hannah Whisnant, a junior at the United States Military Academy from Nokomis, Florida",$1 ,"J! Archive - Show #7467, aired 2017-02-14"
Lilly,"Lilly Chin, a senior at MIT from Decatur, Georgia","$24,399 ","J! Archive - Show #7466, aired 2017-02-13"
Esteban,"Esteban Fernandez, a freshman at San Francisco State University from Coronado, California",$0 ,"J! Archive - Show #7466, aired 2017-02-13"
Netanel,"Netanel Paley, a senior at Yeshiva University from Teaneck, New Jersey","$18,000 ","J! Archive - Show #7466, aired 2017-02-13"
Kirstin,"Kirstin Cutts, a graduate student from Austin, Texas (whose 2-day cash winnings total $25,602)","$15,600 ","J! Archive - Show #7465, aired 2017-02-10"
Sara,"Sara Callori, a physics professor from Redlands, California","$9,599 ","J! Archive - Show #7465, aired 2017-02-10"
Brandon,"Brandon Beckler, a Naval officer from Honolulu, Hawaii","$6,799 ","J! Archive - Show #7465, aired 2017-02-10"
Kirstin,"Kirstin Cutts, a graduate student from Austin, Texas (whose 1-day cash winnings total $11,001)","$16,800 ","J! Archive - Show #7464, aired 2017-02-09"
Megan,"Megan Hersman, an arts marketer from Chicago, Illinois","$12,800 ","J! Archive - Show #7464, aired 2017-02-09"
Kate,"Kate Reed Hauenstein, a high school history teacher from Cedar Park, Texas","$12,800 ","J! Archive - Show #7464, aired 2017-02-09"
Jody,"Jody Jabbora, a retired postal clerk from Las Vegas, Nevada (whose 1-day cash winnings total $25,600)","$6,200 ","J! Archive - Show #7463, aired 2017-02-08"
Carl,"Carl Falstrom, an immigration attorney from New Orleans, Louisiana","$3,999 ","J! Archive - Show #7463, aired 2017-02-08"
Kirstin,"Kirstin Cutts, a graduate student from Austin, Texas","$11,001 ","J! Archive - Show #7463, aired 2017-02-08"
Jill,"Jill Rausch, a captioner from Phoenix, Arizona (whose 1-day cash winnings total $12,801)","$6,399 ","J! Archive - Show #7462, aired 2017-02-07"
Jody,"Jody Jabbora, a retired postal clerk from Las Vegas, Nevada","$25,600 ","J! Archive - Show #7462, aired 2017-02-07"
Lauren,"Lauren Michniacki, a consumer insights manager from Chicago, Illinois","$2,400 ","J! Archive - Show #7462, aired 2017-02-07"
Lisa,"Lisa Schlitt, a microbiologist from Berwyn, Pennsylvania (whose 6-day cash winnings total $139,100)",$0 ,"J! Archive - Show #7461, aired 2017-02-06"
Jill,"Jill Rausch, a captioner from Phoenix, Arizona","$12,801 ","J! Archive - Show #7461, aired 2017-02-06"
Matt,"Matt Kellison, an economist from Ottawa, Ontario, Canada",$0 ,"J! Archive - Show #7461, aired 2017-02-06"
Lisa,"Lisa Schlitt, a microbiologist from Berwyn, Pennsylvania (whose 5-day cash winnings total $112,300)","$26,800 ","J! Archive - Show #7460, aired 2017-02-03"
Tyler,"Tyler Johnson, a political science professor from Oklahoma City, Oklahoma","$9,999 ","J! Archive - Show #7460, aired 2017-02-03"
Marion,"Marion Montgomery, a library assistant from Huntsville, Alabama","$7,900 ","J! Archive - Show #7460, aired 2017-02-03"
Lisa,"Lisa Schlitt, a microbiologist from Berwyn, Pennsylvania (whose 4-day cash winnings total $85,000)","$27,300 ","J! Archive - Show #7459, aired 2017-02-02"
Warren,"Warren Toland, a National Guard recruiter from Torrington, Connecticut","$4,400 ","J! Archive - Show #7459, aired 2017-02-02"
Sean,"Sean Dennison, a graduate student and teacher from Los Angeles, California",$0 ,"J! Archive - Show #7459, aired 2017-02-02"
Lisa,"Lisa Schlitt, a microbiologist from Berwyn, Pennsylvania (whose 3-day cash winnings total $64,200)","$20,800 ","J! Archive - Show #7458, aired 2017-02-01"
Julie,"Julie Bradlow, a corporate tax attorney from Charlotte, North Carolina","$2,798 ","J! Archive - Show #7458, aired 2017-02-01"
Amanda,"Amanda Harvey, an arts administrator from Newton, Massachusetts","$2,801 ","J! Archive - Show #7458, aired 2017-02-01"
Lisa,"Lisa Schlitt, a microbiologist from Berwyn, Pennsylvania (whose 2-day cash winnings total $43,000)","$21,200 ","J! Archive - Show #7457, aired 2017-01-31"
Ben,"Ben Smolen, a writer from Los Angeles, California","$10,599 ","J! Archive - Show #7457, aired 2017-01-31"
Doug,"Doug Baker, a sustainability specialist from Tecumseh, Michigan","$2,799 ","J! Archive - Show #7457, aired 2017-01-31"
Lisa,"Lisa Schlitt, a microbiologist from Berwyn, Pennsylvania (whose 1-day cash winnings total $27,600)","$15,400 ","J! Archive - Show #7456, aired 2017-01-30"
Joe,"Joe Di Dio, a daylight engineer and stay-at-home dad from Queens, New York",$0 ,"J! Archive - Show #7456, aired 2017-01-30"
Valerie,"Valerie Connors, a relationship marketing specialist and stay-at-home mom from Owings Mills, Maryland","$4,800 ","J! Archive - Show #7456, aired 2017-01-30"
Christy,"Christy Karras, a writer and editor from Seattle, Washington (whose 1-day cash winnings total $30,600)","$7,899 ","J! Archive - Show #7455, aired 2017-01-27"
Lisa,"Lisa Schlitt, a microbiologist from Berwyn, Pennsylvania","$27,600 ","J! Archive - Show #7455, aired 2017-01-27"
Paul,"Paul Cox, a portfolio manager from Austin, Texas","$2,199 ","J! Archive - Show #7455, aired 2017-01-27"
Loren,"Loren Lee Chen, a basketball podcaster from West Newton, Massachusetts (whose 2-day cash winnings total $36,038)","$3,199 ","J! Archive - Show #7454, aired 2017-01-26"
Christy,"Christy Karras, a writer and editor from Seattle, Washington","$30,600 ","J! Archive - Show #7454, aired 2017-01-26"
Josiah,"Josiah Drewien, an engineer and off-grid homesteader from Hayden Lake, Idaho","$4,600 ","J! Archive - Show #7454, aired 2017-01-26"
Loren,"Loren Lee Chen, a basketball podcaster from West Newton, Massachusetts (whose 1-day cash winnings total $19,899)","$2,200 ","J! Archive - Show #7453, aired 2017-01-25"
Stephanie,"Stephanie Cornelison, a graduate student in library science from Asheboro, North Carolina","$14,200 ","J! Archive - Show #7453, aired 2017-01-25"
Hugh,"Hugh Dinteman, an architect from Atlanta, Georgia","$2,200 ","J! Archive - Show #7453, aired 2017-01-25"
Sean,"Sean Harrington, an engineer from Houston, Texas (whose 1-day cash winnings total $9,200)","$3,400 ","J! Archive - Show #7452, aired 2017-01-24"
Derek,"Derek Anderson, an attorney from Falls Church, Virginia","$4,000 ","J! Archive - Show #7452, aired 2017-01-24"
Loren,"Loren Lee Chen, a basketball podcaster from West Newton, Massachusetts","$19,899 ","J! Archive - Show #7452, aired 2017-01-24"
Neil,"Neil Uspal, a pediatric emergency medicine physician from Seattle, Washington (whose 2-day cash winnings total $25,400)","$7,999 ","J! Archive - Show #7451, aired 2017-01-23"
Sean,"Sean Harrington, an engineer from Houston, Texas","$9,200 ","J! Archive - Show #7451, aired 2017-01-23"
Vidya,"Vidya Srinivasan, a student from Chevy Chase, Maryland","$4,000 ","J! Archive - Show #7451, aired 2017-01-23"
Neil,"Neil Uspal, a pediatric emergency medicine physician from Seattle, Washington (whose 1-day cash winnings total $19,400)","$6,000 ","J! Archive - Show #7450, aired 2017-01-20"
Cathy,"Cathy Harding, a newspaper reporter and substitute teacher from Deer Lodge, Montana","$2,400 ","J! Archive - Show #7450, aired 2017-01-20"
Hardy,"Hardy Clervil, a customer service manager from Brooklyn, New York","$5,999 ","J! Archive - Show #7450, aired 2017-01-20"
John,"John Avila, an attorney from Arlington, Virginia (whose 3-day cash winnings total $40,600)","$8,201 ","J! Archive - Show #7449, aired 2017-01-19"
Rachel,"Rachel Bauman, a graduate student from Bethesda, Maryland","$8,200 ","J! Archive - Show #7449, aired 2017-01-19"
Neil,"Neil Uspal, a pediatric emergency medicine physician from Seattle, Washington","$19,400 ","J! Archive - Show #7449, aired 2017-01-19"
John,"John Avila, an attorney from Arlington, Virginia (whose 2-day cash winnings total $38,201)","$2,399 ","J! Archive - Show #7448, aired 2017-01-18"
Aaron,"Aaron Ellis, a high school physics teacher from Whitestown, Indiana","$1,600 ","J! Archive - Show #7448, aired 2017-01-18"
Sherri,"Sherri Cohen, a nonprofit writer and editor from Brooklyn, New York",$199 ,"J! Archive - Show #7448, aired 2017-01-18"
John,"John Avila, an attorney from Arlington, Virginia (whose 1-day cash winnings total $14,001)","$24,200 ","J! Archive - Show #7447, aired 2017-01-17"
Andrea,"Andrea Keppers, a history educator from Denver, Colorado","$11,200 ","J! Archive - Show #7447, aired 2017-01-17"
Pete,"Pete Tachibana, a bartender from North Highlands, California",$0 ,"J! Archive - Show #7447, aired 2017-01-17"
Eli,"Eli Nehus, an electrical engineer from Fayetteville, Arkansas (whose 1-day cash winnings total $6,227)","$1,400 ","J! Archive - Show #7446, aired 2017-01-16"
John,"John Avila, an attorney from Arlington, Virginia","$14,001 ","J! Archive - Show #7446, aired 2017-01-16"
Mary,"Mary Caruso, a registered nurse from Cherry Hill, New Jersey","$13,950 ","J! Archive - Show #7446, aired 2017-01-16"
Cheryl,"Cheryl Guy, a high school principal from Columbia, South Carolina (whose 1-day cash winnings total $20,600)","$4,100 ","J! Archive - Show #7445, aired 2017-01-13"
Eli,"Eli Nehus, an electrical engineer from Fayetteville, Arkansas","$6,227 ","J! Archive - Show #7445, aired 2017-01-13"
Tanner,"Tanner Hesse, a grad student and Navy reserve officer from San Diego, California","$2,000 ","J! Archive - Show #7445, aired 2017-01-13"
Zoey,"Zoey Orol, an attorney from New York, New York (whose 1-day cash winnings total $4,400)",$2 ,"J! Archive - Show #7444, aired 2017-01-12"
Sarah,"Sarah Labadie, a nonprofit manager from Chicago, Illinois","$20,600 ","J! Archive - Show #7444, aired 2017-01-12"
Cheryl,"Cheryl Guy, a high school principal from Columbia, South Carolina","$11,000 ","J! Archive - Show #7444, aired 2017-01-12"
Colby,"Colby Taylor, an assistant professor of psychology from Olive Branch, Mississippi (whose 1-day cash winnings total $18,399)",$799 ,"J! Archive - Show #7443, aired 2017-01-11"
Zoey,"Zoey Orol, an attorney from New York, New York","$4,400 ","J! Archive - Show #7443, aired 2017-01-11"
Alain,"Alain Norman, a foreign service officer from Silver Spring, Maryland","$1,400 ","J! Archive - Show #7443, aired 2017-01-11"
Blair,"Blair Moorhead, a social worker from Arlington, Virginia (whose 1-day cash winnings total $17,402)","$14,801 ","J! Archive - Show #7442, aired 2017-01-10"
Colby,"Colby Taylor, an assistant professor of psychology from Olive Branch, Mississippi","$18,399 ","J! Archive - Show #7442, aired 2017-01-10"
Libby,"Libby Hunt, a retired consultant from Dallas, Texas",$2 ,"J! Archive - Show #7442, aired 2017-01-10"
Joe,"Joe Bartolomeo, a professor and associate dean from Florence, Massachusetts (whose 2-day cash winnings total $36,500)","$16,800 ","J! Archive - Show #7441, aired 2017-01-09"
Blair,"Blair Moorhead, a social worker from Arlington, Virginia","$17,402 ","J! Archive - Show #7441, aired 2017-01-09"
Jack,"Jack Paleczny, a law student from Chicago, Illinois","$13,400 ","J! Archive - Show #7441, aired 2017-01-09"
Joe,"Joe Bartolomeo, a professor and associate dean from Florence, Massachusetts (whose 1-day cash winnings total $14,000)","$22,500 ","J! Archive - Show #7440, aired 2017-01-06"
Dante,"Dante Atkins, a Congressional press secretary from Washington, D.C.","$4,399 ","J! Archive - Show #7440, aired 2017-01-06"
Christina,"Christina Bussmann, a social worker from Columbus, Ohio","$7,200 ","J! Archive - Show #7440, aired 2017-01-06"
Amanda,"Amanda Berofsky, a quality assurance analyst from Waterford, Michigan (whose 2-day cash winnings total $15,998)","$13,599 ","J! Archive - Show #7439, aired 2017-01-05"
Joe,"Joe Bartolomeo, a professor and associate dean from Florence, Massachusetts","$14,000 ","J! Archive - Show #7439, aired 2017-01-05"
Kelsey,"Kelsey Morgan, an actuary from Charlottesville, Virginia","$13,600 ","J! Archive - Show #7439, aired 2017-01-05"
Amanda,"Amanda Berofsky, a quality assurance analyst from Waterford, Michigan (whose 1-day cash winnings total $5,999)","$9,999 ","J! Archive - Show #7438, aired 2017-01-04"
Rich,"Rich Betz, a teacher from Honesdale, Pennsylvania",$200 ,"J! Archive - Show #7438, aired 2017-01-04"
Megan,"Megan Soto, a student services supervisor from San Diego, California","$8,000 ","J! Archive - Show #7438, aired 2017-01-04"
Gavin,"Gavin Mulligan, a software engineer from Parker, Colorado (whose 1-day cash winnings total $15,800)",$2 ,"J! Archive - Show #7437, aired 2017-01-03"
Rebecca =),"Rebecca Glass, an administrator from New York, New York",$300 ,"J! Archive - Show #7437, aired 2017-01-03"
Amanda,"Amanda Berofsky, a quality assurance analyst from Waterford, Michigan","$5,999 ","J! Archive - Show #7437, aired 2017-01-03"
Mukund,"Mukund Marathe, a music teacher and singer from Montclair, New Jersey (whose 2-day cash winnings total $31,799)","$10,800 ","J! Archive - Show #7436, aired 2017-01-02"
Gavin,"Gavin Mulligan, a software engineer from Parker, Colorado","$15,800 ","J! Archive - Show #7436, aired 2017-01-02"
Katie,"Katie Carter, an attorney from Oklahoma City, Oklahoma",$1 ,"J! Archive - Show #7436, aired 2017-01-02"
Mukund,"Mukund Marathe, a music teacher and singer from Montclair, New Jersey (whose 1-day cash winnings total $21,400)","$10,399 ","J! Archive - Show #7435, aired 2016-12-30"
Kate,"Kate Gran, an attorney from East Northport, New York",$800 ,"J! Archive - Show #7435, aired 2016-12-30"
Ryan,"Ryan VanderYacht, a substitute teacher and stay-at-home dad from Lake Forest, California",$600 ,"J! Archive - Show #7435, aired 2016-12-30"
Justin,"Justin Scace, a writer and editor from East Lyme, Connecticut (whose 1-day cash winnings total $14,400)","$3,600 ","J! Archive - Show #7434, aired 2016-12-29"
Mukund,"Mukund Marathe, a music teacher and singer from Montclair, New Jersey","$21,400 ","J! Archive - Show #7434, aired 2016-12-29"
Nathalie,"Nathalie Szilagyi, a physician from Meriden, Connecticut","$12,700 ","J! Archive - Show #7434, aired 2016-12-29"
Stephanie,"Stephanie Schlatter, a stay-at-home parent from Toledo, Ohio (whose 2-day cash winnings total $18,802)",$2 ,"J! Archive - Show #7433, aired 2016-12-28"
Mike,"Mike Lamar, an OB/GYN from Wichita Falls, Texas","$14,200 ","J! Archive - Show #7433, aired 2016-12-28"
Justin,"Justin Scace, a writer and editor from East Lyme, Connecticut","$14,400 ","J! Archive - Show #7433, aired 2016-12-28"
Stephanie,"Stephanie Schlatter, a stay-at-home parent from Toledo, Ohio (whose 1-day cash winnings total $13,201)","$5,399 ","J! Archive - Show #7432, aired 2016-12-27"
Colin,"Colin Utley, an operations and logistics manager from New Orleans, Louisiana","$9,000 ","J! Archive - Show #7432, aired 2016-12-27"
Hallie,"Hallie Boston, a content manager from Dorchester, Massachusetts","$7,600 ","J! Archive - Show #7432, aired 2016-12-27"
Sam,"Sam Scovill, a G.I.S. technician from Oklahoma City, Oklahoma (whose 3-day cash winnings total $56,201)","$13,201 ","J! Archive - Show #7431, aired 2016-12-26"
Wren,"Wren Allen, a botanical artist from Santa Fe, New Mexico","$6,400 ","J! Archive - Show #7431, aired 2016-12-26"
Stephanie,"Stephanie Schlatter, a stay-at-home parent from Toledo, Ohio","$8,000 ","J! Archive - Show #7431, aired 2016-12-26"
Sam,"Sam Scovill, a G.I.S. technician from Oklahoma City, Oklahoma (whose 2-day cash winnings total $38,802)","$17,399 ","J! Archive - Show #7430, aired 2016-12-23"
Molly,"Molly Thacker, a doctoral student from Arlington, Virginia","$1,800 ","J! Archive - Show #7430, aired 2016-12-23"
Vinnie,"Vinnie Chiappini, an attorney from Providence, Rhode Island","$2,799 ","J! Archive - Show #7430, aired 2016-12-23"
Sam,"Sam Scovill, a G.I.S. technician from Oklahoma City, Oklahoma (whose 1-day cash winnings total $22,001)","$16,801 ","J! Archive - Show #7429, aired 2016-12-22"
Amelia,"Amelia Reinwald, an abuse prevention educator from Irving, Texas",$0 ,"J! Archive - Show #7429, aired 2016-12-22"
Brad,"Brad Snyder, a consulting electrical engineer from Port Deposit, Maryland",$0 ,"J! Archive - Show #7429, aired 2016-12-22"
Cindy!,"Cindy Stowell, a science content developer from Austin, Texas (whose 6-day cash winnings total $103,803)","$22,001 ","J! Archive - Show #7428, aired 2016-12-21"
